actual_background,actual_background_cells,actual_background_fraction,actual_background_mean_energy,actual_boundary,actual_boundary_cells,actual_boundary_fraction,actual_boundary_mean_energy,actual_core,actual_core_cells,actual_core_fraction,actual_core_mean_energy,actual_total,batch,level,localization_background,localization_background_cells,localization_background_fraction,localization_background_mean_energy,localization_boundary,localization_boundary_cells,localization_boundary_fraction,localization_boundary_mean_energy,localization_core,localization_core_cells,localization_core_fraction,localization_core_mean_energy,localization_total,pure_background,pure_background_cells,pure_background_fraction,pure_background_mean_energy,pure_boundary,pure_boundary_cells,pure_boundary_fraction,pure_boundary_mean_energy,pure_core,pure_core_cells,pure_core_fraction,pure_core_mean_energy,pure_total
0.003180965024512261,1200,0.5876199489928171,2.650804187093551e-06,0.0022323383018374443,400,0.4123800510071829,5.580845754593611e-06,0.0,0,0.0,0.0,0.0054133033263497055,14,1,0.030018973629921675,1200,0.5067129632195128,2.501581135826806e-05,0.02922358736395836,400,0.49328703678048724,7.30589684098959e-05,0.0,0,0.0,0.0,0.059242560993880033,0.0012837505200877786,1200,0.6134401529932619,1.0697921000731488e-06,0.0008089565089903772,400,0.38655984700673807,2.022391272475943e-06,0.0,0,0.0,0.0,0.0020927070290781558
0.0071933172584977,4800,0.957058784312977,1.4986077621870208e-06,0.0,0,0.0,0.0,0.0003227490233257413,1600,0.042941215687022985,2.017181395785883e-07,0.007516066281823441,15,0,0.004859210806898773,4800,0.9794111622919209,1.0123355847705776e-06,0.0,0,0.0,0.0,0.00010214862413704395,1600,0.020588837708079073,6.384289008565247e-08,0.004961359431035817,0.0031850388404564,4800,0.9481065673238827,6.635497584284167e-07,0.0,0,0.0,0.0,0.0001743291359161958,1600,0.051893432676117325,1.0895570994762239e-07,0.003359367976372596
0.00467020453652367,1200,0.7329183471341992,3.891837113769725e-06,0.0,0,0.0,0.0,0.0017018620856106281,400,0.26708165286580077,4.25465521402657e-06,0.006372066622134298,15,1,0.014347151387482882,1200,0.9535653829554747,1.1955959489569068e-05,0.0,0,0.0,0.0,0.0006986458320170641,400,0.04643461704452534,1.7466145800426603e-06,0.015045797219499946,0.0022784636239521205,1200,0.6881524226129943,1.898719686626767e-06,0.0,0,0.0,0.0,0.0010325232287868857,400,0.3118475773870057,2.5813080719672145e-06,0.0033109868527390063
0.006447324005421251,6400,1.0,1.0073943758470705e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.006447324005421251,16,0,0.008077024889644235,6400,1.0,1.2620351390069118e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.008077024889644235,0.0027316801133565605,6400,1.0,4.268250177119626e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0027316801133565605
0.0017993389628827572,1600,1.0,1.1245868518017233e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0017993389628827572,16,1,0.17072964846738614,1600,1.0,0.00010670603029211634,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.17072964846738614,0.0006985996478761081,1600,1.0,4.3662477992256756e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0006985996478761081
0.006236995686776936,4800,0.906289133657842,1.2993741014118617e-06,0.0006449092761613429,1600,0.093710866342158,4.030682976008393e-07,0.0,0,0.0,0.0,0.006881904962938279,17,0,0.007986444543348625,4800,0.9663361792951508,1.6638426131976303e-06,0.0002782201918307692,1600,0.033663820704849204,1.7388761989423073e-07,0.0,0,0.0,0.0,0.008264664735179394,0.0026409860147396103,4800,0.9189524451599042,5.502054197374188e-07,0.0002329233248019591,1600,0.08104755484009589,1.4557707800122444e-07,0.0,0,0.0,0.0,0.0028739093395415694
0.0013360953744268045,1200,0.2988756164076488,1.113412812022337e-06,0.0031343107111752033,400,0.7011243835923512,7.835776777938008e-06,0.0,0,0.0,0.0,0.004470406085602008,17,1,0.02279897127300501,1200,0.8846450900511685,1.8999142727504175e-05,0.0029729134403169155,400,0.11535490994883142,7.432283600792289e-06,0.0,0,0.0,0.0,0.025771884713321924,0.00038942827814025804,1200,0.2320213934774612,3.245235651168817e-07,0.0012889871140941978,400,0.7679786065225388,3.222467785235494e-06,0.0,0,0.0,0.0,0.0016784153922344558
0.004290523880627006,6400,1.0,6.703943563479697e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.004290523880627006,18,0,0.007288522261660546,6400,1.0,1.1388316033844604e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.007288522261660546,0.0018889076745836064,6400,1.0,2.951418241536885e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0018889076745836064
0.005368542857468128,1600,1.0,3.35533928591758e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.005368542857468128,18,1,0.10869272612035275,1600,1.0,6.793295382522047e-05,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.10869272612035275,0.0026169950870098546,1600,1.0,1.6356219293811592e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0026169950870098546
0.00684639165410772,6400,1.0,1.069748695954331e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.00684639165410772,19,0,0.004039979379740544,6400,1.0,6.312467780844599e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.004039979379740544,0.0037558194890152663,6400,1.0,5.868467951586354e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0037558194890152663
